hotel_id,hotel_name,city,country,star_rating,room_type,amenities,price_per_night_aud
HT-CAI-009,Hotel Cairo Central II,Cairo,Egypt,3.7,Deluxe King,"rooftop terrace, wifi, beach access",197
HT-CAI-010,Villa Cairo,Cairo,Egypt,3.9,Junior Suite,"spa, beach access, airport shuttle, gym, parking",224
HT-CAI-011,Holiday Inn Cairo,Cairo,Egypt,3,Junior Suite,"wifi, kids club, pool, bar",131
HT-CAI-012,Mercure Cairo,Cairo,Egypt,3.2,Family Room,"wifi, beach access, breakfast included, bar, rooftop terrace, pool",129
HT-CAI-013,ibis Cairo,Cairo,Egypt,2.2,Twin Room,"restaurant, parking, wifi",100
HT-CAI-014,ibis Styles Cairo,Cairo,Egypt,2.1,Standard Double,"wifi, pool, kids club, gym, beach access",93
HT-CAI-015,Travelodge Cairo,Cairo,Egypt,2.9,Twin Room,"beach access, pool, kids club",131
HT-CAI-016,The Cairo House,Cairo,Egypt,3.2,Junior Suite,"bar, kids club, pool, breakfast included, restaurant, spa",176
HT-CAI-017,Cairo Harbour Suites,Cairo,Egypt,4.5,Superior Queen,"spa, gym, kids club",317
HT-CAI-018,Cairo Garden Residence West,Cairo,Egypt,3.1,Junior Suite,"gym, pool, wifi, spa",143
HT-CAI-019,Hotel Cairo Central Annex,Cairo,Egypt,4.8,Executive Suite,"restaurant, pool, wifi, breakfast included, kids club",284
HT-CAI-020,The Cairo Boutique,Cairo,Egypt,4.1,Family Room,"gym, breakfast included, pool",296
HT-CAI-021,The Cairo House East,Cairo,Egypt,2.8,Junior Suite,"beach access, gym, airport shuttle, parking",161
HT-CAI-022,Cairo Harbour Suites Annex,Cairo,Egypt,3.6,Deluxe King,"bar, wifi, pool, airport shuttle, kids club",180
HT-CAI-023,Hotel Cairo Central East,Cairo,Egypt,3.6,Deluxe King,"wifi, restaurant, airport shuttle, breakfast included, parking",237
HT-CAI-024,The Old Town Inn Cairo West,Cairo,Egypt,2.9,Standard Double,"rooftop terrace, airport shuttle, parking, pool",115
HT-CAI-025,Hotel Cairo Central West,Cairo,Egypt,4.1,Standard Double,"breakfast included, spa, kids club, gym, airport shuttle",229
HT-CAI-026,Casa Cairo,Cairo,Egypt,4.8,Twin Room,"bar, airport shuttle, rooftop terrace",309
HT-CAI-027,The Old Town Inn Cairo East,Cairo,Egypt,2.6,Junior Suite,"rooftop terrace, wifi, restaurant, breakfast included, parking",107
HT-CAI-028,The Grand Cairo Hotel,Cairo,Egypt,2.6,Deluxe King,"restaurant, spa, bar, wifi, rooftop terrace, beach access",113
HT-CAI-029,The Old Town Inn Cairo East,Cairo,Egypt,3.6,Standard Double,"beach access, restaurant, spa, airport shuttle, gym",239
HT-CAI-030,Cairo Garden Residence Annex,Cairo,Egypt,3.9,Superior Queen,"breakfast included, pool, spa, restaurant",180
HT-RAK-001,Marrakech Garden Residence,Marrakech,Morocco,4.3,Twin Room,"airport shuttle, spa, beach access, restaurant",379
HT-RAK-002,Villa Marrakech,Marrakech,Morocco,3.4,Superior Queen,"beach access, breakfast included, rooftop terrace",190
HT-RAK-003,The Marrakech House,Marrakech,Morocco,2.9,Junior Suite,"spa, bar, rooftop terrace, airport shuttle, beach access, gym",183
HT-RAK-004,InterContinental Marrakech,Marrakech,Morocco,5,Family Room,"parking, gym, restaurant",420
HT-RAK-005,Shangri-La Marrakech,Marrakech,Morocco,5,Superior Queen,"rooftop terrace, pool, bar, parking, wifi, gym",377
HT-RAK-006,Four Seasons Marrakech,Marrakech,Morocco,4.7,Deluxe King,"kids club, wifi, beach access, pool",312
HT-RAK-007,Sheraton Marrakech,Marrakech,Morocco,3.7,Standard Double,"beach access, airport shuttle, restaurant",254
HT-RAK-008,Crowne Plaza Marrakech,Marrakech,Morocco,4.5,Standard Double,"restaurant, kids club, beach access, pool",361
HT-RAK-009,Radisson Blu Marrakech,Marrakech,Morocco,4.5,Junior Suite,"kids club, rooftop terrace, wifi, bar, parking",319
HT-RAK-010,Novotel Marrakech,Marrakech,Morocco,4.5,Executive Suite,"wifi, airport shuttle, pool, beach access, rooftop terrace, parking",325
HT-RAK-011,The Marrakech Boutique,Marrakech,Morocco,2.6,Superior Queen,"spa, wifi, pool, breakfast included, parking",126
HT-RAK-012,Mercure Marrakech,Marrakech,Morocco,3.5,Deluxe King,"restaurant, spa, wifi, pool, kids club, beach access",180
HT-RAK-013,ibis Marrakech,Marrakech,Morocco,2.9,Junior Suite,"wifi, breakfast included, airport shuttle",205
HT-RAK-014,Marrakech Garden Residence Annex,Marrakech,Morocco,3.5,Junior Suite,"spa, gym, restaurant",276
HT-RAK-015,The Terrace Marrakech,Marrakech,Morocco,3.5,Family Room,"airport shuttle, wifi, rooftop terrace, parking, breakfast included",268
HT-RAK-016,Villa Marrakech Annex,Marrakech,Morocco,2.9,Family Room,"kids club, parking, breakfast included, pool",140
HT-RAK-017,The Marrakech House East,Marrakech,Morocco,3.5,Deluxe King,"spa, gym, restaurant, parking, bar, beach access",206
HT-RAK-018,The Terrace Marrakech II,Marrakech,Morocco,3.1,Family Room,"spa, airport shuttle, gym",196
HT-RAK-019,The Marrakech House West,Marrakech,Morocco,3.4,Twin Room,"breakfast included, airport shuttle, beach access, wifi, bar, pool",206
HT-RAK-020,The Terrace Marrakech West,Marrakech,Morocco,3.3,Executive Suite,"wifi, airport shuttle, pool, beach access, bar, spa",171
HT-RAK-021,The Old Town Inn Marrakech,Marrakech,Morocco,4,Junior Suite,"restaurant, bar, airport shuttle",321
HT-RAK-022,The Terrace Marrakech East,Marrakech,Morocco,2.5,Twin Room,"parking, breakfast included, rooftop terrace, restaurant",144
HT-RAK-023,Casa Marrakech,Marrakech,Morocco,3.8,Standard Double,"airport shuttle, wifi, rooftop terrace, pool, bar, parking",282
HT-RAK-024,The Marrakech Boutique Annex,Marrakech,Morocco,4,Superior Queen,"airport shuttle, spa, rooftop terrace, pool, gym, beach access",265
HT-RAK-025,Hotel Marrakech Central,Marrakech,Morocco,4.4,Superior Queen,"kids club, breakfast included, bar, beach access",310
HT-RAK-026,Hotel Marrakech Central Annex,Marrakech,Morocco,4.5,Deluxe King,"pool, beach access, restaurant, bar, rooftop terrace, parking",329
HT-RAK-027,The Terrace Marrakech West,Marrakech,Morocco,3.8,Deluxe King,"parking, wifi, kids club, beach access, pool",226
HT-RAK-028,Marrakech Garden Residence II,Marrakech,Morocco,3.4,Standard Double,"breakfast included, spa, gym, bar, rooftop terrace, airport shuttle",257
HT-RAK-029,The Terrace Marrakech Annex,Marrakech,Morocco,4.3,Junior Suite,"parking, wifi, beach access, pool",303
HT-RAK-030,Marrakech Garden Residence East,Marrakech,Morocco,3.8,Superior Queen,"wifi, airport shuttle, beach access, rooftop terrace",304
HT-RAK-031,Marrakech Harbour Suites,Marrakech,Morocco,3.2,Deluxe King,"wifi, rooftop terrace, parking, pool, restaurant",161
HT-CPT-001,Hilton Cape Town,Cape Town,South Africa,4.5,Superior Queen,"wifi, spa, bar, pool, breakfast included",409
HT-CPT-002,Marriott Cape Town,Cape Town,South Africa,4.6,Deluxe King,"parking, gym, beach access, wifi",493
HT-CPT-003,Hyatt Regency Cape Town,Cape Town,South Africa,4.9,Standard Double,"restaurant, airport shuttle, pool, bar",565
HT-CPT-004,InterContinental Cape Town,Cape Town,South Africa,4.7,Twin Room,"airport shuttle, bar, spa",369
HT-CPT-005,Shangri-La Cape Town,Cape Town,South Africa,4.7,Deluxe King,"bar, wifi, pool, beach access, parking, kids club",459
HT-CPT-006,The Cape Town House,Cape Town,South Africa,4.7,Superior Queen,"spa, pool, restaurant, bar",364
HT-CPT-007,Villa Cape Town,Cape Town,South Africa,2.7,Twin Room,"bar, breakfast included, parking, rooftop terrace",142
HT-CPT-008,Crowne Plaza Cape Town,Cape Town,South Africa,3.6,Twin Room,"rooftop terrace, restaurant, breakfast included, beach access, gym",241
HT-CPT-009,The Terrace Cape Town,Cape Town,South Africa,4.3,Deluxe King,"kids club, airport shuttle, pool",438
HT-CPT-010,Novotel Cape Town,Cape Town,South Africa,4,Executive Suite,"gym, breakfast included, pool, spa, wifi, parking",284
HT-CPT-011,Holiday Inn Cape Town,Cape Town,South Africa,4,Junior Suite,"parking, spa, kids club, gym, airport shuttle, breakfast included",402
HT-CPT-012,Mercure Cape Town,Cape Town,South Africa,4,Standard Double,"restaurant, spa, kids club, wifi, breakfast included, pool",312
HT-CPT-013,ibis Cape Town,Cape Town,South Africa,2.8,Standard Double,"airport shuttle, spa, parking, breakfast included, pool, beach access",178
HT-CPT-014,ibis Styles Cape Town,Cape Town,South Africa,2.3,Deluxe King,"rooftop terrace, restaurant, beach access",140
HT-CPT-015,Travelodge Cape Town,Cape Town,South Africa,2.9,Family Room,"kids club, wifi, airport shuttle, breakfast included, pool",182
HT-CPT-016,Hotel Cape Town Central,Cape Town,South Africa,3.5,Family Room,"restaurant, airport shuttle, wifi, pool, parking",316
HT-CPT-017,The Old Town Inn Cape Town,Cape Town,South Africa,4.1,Twin Room,"wifi, beach access, pool, rooftop terrace, gym, airport shuttle",268
HT-CPT-018,Cape Town Harbour Suites,Cape Town,South Africa,4.4,Junior Suite,"pool, kids club, beach access, restaurant",339
HT-CPT-019,Casa Cape Town,Cape Town,South Africa,4.8,Standard Double,"kids club, gym, spa, rooftop terrace",408
HT-CPT-020,Cape Town Garden Residence,Cape Town,South Africa,4.3,Junior Suite,"kids club, pool, bar",354
HT-CPT-021,The Cape Town House Riverside,Cape Town,South Africa,5,Twin Room,"breakfast included, airport shuttle, parking, spa, rooftop terrace, pool",453
HT-CPT-022,The Cape Town Boutique,Cape Town,South Africa,3.6,Junior Suite,"parking, breakfast included, spa",248
HT-CPT-023,The Old Town Inn Cape Town East,Cape Town,South Africa,4.7,Superior Queen,"restaurant, bar, breakfast included, spa, gym",516
HT-CPT-024,The Cape Town House Riverside,Cape Town,South Africa,2.9,Superior Queen,"gym, airport shuttle, rooftop terrace, bar, spa, kids club",209
HT-CPT-025,Villa Cape Town Riverside,Cape Town,South Africa,4.6,Executive Suite,"gym, parking, pool",398
HT-CPT-026,Cape Town Garden Residence II,Cape Town,South Africa,4.6,Deluxe King,"bar, wifi, breakfast included, beach access, spa, restaurant",319
HT-CPT-027,The Terrace Cape Town Riverside,Cape Town,South Africa,4.4,Superior Queen,"breakfast included, pool, wifi, restaurant",423
HT-CPT-028,Casa Cape Town West,Cape Town,South Africa,3.3,Executive Suite,"airport shuttle, gym, rooftop terrace",256
HT-CPT-029,The Cape Town Boutique Annex,Cape Town,South Africa,3,Family Room,"pool, restaurant, spa, bar, rooftop terrace, wifi",205
HT-CPT-030,Hotel Cape Town Central East,Cape Town,South Africa,4.8,Standard Double,"airport shuttle, wifi, kids club",340
HT-CPT-031,Villa Cape Town West,Cape Town,South Africa,3.2,Junior Suite,"wifi, rooftop terrace, pool, parking, gym",201
HT-CPT-032,The Terrace Cape Town Riverside,Cape Town,South Africa,3.6,Junior Suite,"pool, spa, bar, restaurant",274
HT-CPT-033,The Cape Town House II,Cape Town,South Africa,3.8,Standard Double,"rooftop terrace, breakfast included, beach access",334
HT-CPT-034,The Terrace Cape Town Annex,Cape Town,South Africa,2.9,Superior Queen,"bar, breakfast included, beach access, rooftop terrace",154
HT-CPT-035,Hotel Cape Town Central West,Cape Town,South Africa,3,Deluxe King,"wifi, pool, gym, rooftop terrace, breakfast included",238
HT-CPT-036,The Cape Town House West,Cape Town,South Africa,4.8,Standard Double,"wifi, rooftop terrace, restaurant, airport shuttle, pool",361
HT-CPT-037,Casa Cape Town West,Cape Town,South Africa,4.7,Executive Suite,"gym, spa, airport shuttle, bar",426
HT-NBO-001,Hilton Nairobi,Nairobi,Kenya,4.8,Family Room,"pool, breakfast included, beach access, bar",472
HT-NBO-002,The Terrace Nairobi,Nairobi,Kenya,2.9,Deluxe King,"bar, gym, beach access, rooftop terrace, spa, wifi",137
HT-NBO-003,Hyatt Regency Nairobi,Nairobi,Kenya,4.9,Superior Queen,"beach access, breakfast included, airport shuttle, kids club, bar, spa",502
HT-NBO-004,InterContinental Nairobi,Nairobi,Kenya,4.5,Family Room,"beach access, pool, spa",347
HT-NBO-005,Shangri-La Nairobi,Nairobi,Kenya,4.6,Twin Room,"bar, beach access, spa",331
HT-NBO-006,The Nairobi Boutique,Nairobi,Kenya,2.9,Deluxe King,"airport shuttle, wifi, spa",197
HT-NBO-007,The Grand Nairobi Hotel,Nairobi,Kenya,2.6,Deluxe King,"kids club, parking, wifi, pool, rooftop terrace, airport shuttle",136
HT-NBO-008,Crowne Plaza Nairobi,Nairobi,Kenya,4.5,Twin Room,"restaurant, bar, gym",315
HT-NBO-009,Radisson Blu Nairobi,Nairobi,Kenya,3.7,Junior Suite,"bar, spa, kids club, gym",235
HT-NBO-010,Novotel Nairobi,Nairobi,Kenya,4,Superior Queen,"rooftop terrace, spa, wifi, airport shuttle, parking",323
HT-NBO-011,Holiday Inn Nairobi,Nairobi,Kenya,3.6,Standard Double,"airport shuttle, breakfast included, restaurant, gym, pool, beach access",304
HT-NBO-012,Mercure Nairobi,Nairobi,Kenya,3.6,Deluxe King,"parking, wifi, airport shuttle, kids club",239
HT-NBO-013,ibis Nairobi,Nairobi,Kenya,2.9,Deluxe King,"wifi, kids club, pool, breakfast included, restaurant, parking",177
HT-NBO-014,ibis Styles Nairobi,Nairobi,Kenya,2.1,Superior Queen,"airport shuttle, breakfast included, rooftop terrace, spa, beach access",100
HT-NBO-015,Travelodge Nairobi,Nairobi,Kenya,2.3,Family Room,"breakfast included, spa, rooftop terrace, parking, wifi, gym",125
HT-NBO-016,Villa Nairobi,Nairobi,Kenya,3.6,Junior Suite,"wifi, airport shuttle, pool, beach access, rooftop terrace, parking",203
HT-NBO-017,Hotel Nairobi Central,Nairobi,Kenya,4.7,Deluxe King,"wifi, rooftop terrace, spa, bar, gym, beach access",493
HT-NBO-018,The Grand Nairobi Hotel II,Nairobi,Kenya,3.5,Family Room,"breakfast included, spa, kids club, gym",187
HT-NBO-019,Nairobi Garden Residence,Nairobi,Kenya,4.8,Twin Room,"bar, wifi, pool",480
HT-NBO-020,The Terrace Nairobi Annex,Nairobi,Kenya,4.5,Family Room,"restaurant, wifi, parking",421
HT-NBO-021,Hotel Nairobi Central Annex,Nairobi,Kenya,5,Superior Queen,"pool, breakfast included, beach access, rooftop terrace",363
HT-NBO-022,Villa Nairobi Annex,Nairobi,Kenya,4.2,Standard Double,"bar, pool, breakfast included, spa, airport shuttle",392
HT-NBO-023,The Grand Nairobi Hotel East,Nairobi,Kenya,4.6,Deluxe King,"restaurant, airport shuttle, beach access, gym, bar, rooftop terrace",423
HT-NBO-024,The Old Town Inn Nairobi,Nairobi,Kenya,4.3,Family Room,"rooftop terrace, pool, gym",353
HT-NBO-025,Nairobi Garden Residence Annex,Nairobi,Kenya,3.9,Superior Queen,"gym, beach access, rooftop terrace, pool, wifi, breakfast included",298
HT-NBO-026,The Grand Nairobi Hotel Annex,Nairobi,Kenya,4.6,Executive Suite,"bar, breakfast included, parking",478
HT-NBO-027,Casa Nairobi,Nairobi,Kenya,3.6,Twin Room,"spa, gym, wifi",246
HT-NBO-028,The Old Town Inn Nairobi West,Nairobi,Kenya,4.6,Executive Suite,"restaurant, wifi, parking, rooftop terrace",298
HT-NBO-029,Nairobi Garden Residence II,Nairobi,Kenya,2.7,Twin Room,"kids club, spa, parking, bar, pool, wifi",128
HT-NBO-030,Hotel Nairobi Central Annex,Nairobi,Kenya,4.2,Family Room,"pool, gym, kids club, bar, restaurant",301
HT-NBO-031,Casa Nairobi West,Nairobi,Kenya,3.1,Twin Room,"breakfast included, restaurant, beach access, bar, spa",211
HT-NBO-032,The Terrace Nairobi Riverside,Nairobi,Kenya,3.2,Deluxe King,"parking, breakfast included, gym, pool",174
HT-NBO-033,The Terrace Nairobi II,Nairobi,Kenya,4.6,Superior Queen,"spa, pool, beach access, restaurant",449
HT-LHR-001,Hilton London,London,United Kingdom,4.7,Superior Queen,"bar, wifi, pool, airport shuttle, gym",926
HT-LHR-002,Hotel London Central,London,United Kingdom,4.4,Superior Queen,"rooftop terrace, kids club, spa",641
HT-LHR-003,Hyatt Regency London,London,United Kingdom,4.8,Twin Room,"wifi, restaurant, kids club, pool",855
HT-LHR-004,InterContinental London,London,United Kingdom,4.8,Deluxe King,"rooftop terrace, restaurant, wifi, spa, gym, airport shuttle",797
HT-LHR-005,Shangri-La London,London,United Kingdom,4.6,Executive Suite,"wifi, airport shuttle, parking, beach access",808
HT-LHR-006,Four Seasons London,London,United Kingdom,4.7,Executive Suite,"pool, gym, rooftop terrace",792
HT-LHR-007,Sheraton London,London,United Kingdom,4.1,Superior Queen,"spa, gym, pool, parking, kids club",729
HT-LHR-008,The Old Town Inn London,London,United Kingdom,4.6,Junior Suite,"restaurant, beach access, pool",724
HT-LHR-009,Radisson Blu London,London,United Kingdom,3.7,Twin Room,"gym, pool, bar, rooftop terrace, spa",461
HT-LHR-010,Novotel London,London,United Kingdom,4.1,Executive Suite,"spa, kids club, airport shuttle, parking, breakfast included",767
HT-LHR-011,Holiday Inn London,London,United Kingdom,3.5,Twin Room,"rooftop terrace, kids club, gym, wifi",502
HT-LHR-012,Villa London,London,United Kingdom,3.5,Junior Suite,"restaurant, spa, pool, parking, rooftop terrace, kids club",511
HT-LHR-013,The London Boutique,London,United Kingdom,4.5,Deluxe King,"parking, airport shuttle, restaurant, kids club, bar, beach access",792
HT-LHR-014,The London House,London,United Kingdom,4.1,Junior Suite,"kids club, restaurant, wifi, airport shuttle, gym, bar",536
HT-LHR-015,The Terrace London,London,United Kingdom,5,Family Room,"kids club, wifi, pool, airport shuttle, gym, parking",796
HT-LHR-016,London Garden Residence,London,United Kingdom,2.7,Junior Suite,"bar, beach access, airport shuttle, kids club, wifi, pool",307
HT-LHR-017,The London Boutique East,London,United Kingdom,4.4,Junior Suite,"wifi, pool, beach access, kids club",789
HT-LHR-018,The London House Riverside,London,United Kingdom,3.8,Twin Room,"bar, rooftop terrace, restaurant",498
HT-LHR-019,The London Boutique West,London,United Kingdom,3.2,Executive Suite,"kids club, spa, restaurant, airport shuttle",480
HT-LHR-020,The Terrace London II,London,United Kingdom,4.2,Family Room,"breakfast included, rooftop terrace, beach access, wifi, restaurant",760
HT-LHR-021,The London House East,London,United Kingdom,4.3,Executive Suite,"pool, wifi, rooftop terrace, parking",589
HT-LHR-022,Casa London,London,United Kingdom,2.8,Family Room,"airport shuttle, bar, parking",280
HT-LHR-023,The London House West,London,United Kingdom,3.3,Superior Queen,"rooftop terrace, breakfast included, kids club",387
HT-LHR-024,The Terrace London West,London,United Kingdom,3.9,Standard Double,"airport shuttle, parking, breakfast included, rooftop terrace, spa, beach access",549
HT-LHR-025,The London House West,London,United Kingdom,4.8,Family Room,"airport shuttle, restaurant, kids club",764
HT-LHR-026,Villa London West,London,United Kingdom,4.9,Family Room,"parking, beach access, wifi, airport shuttle",938
HT-LHR-027,The Old Town Inn London II,London,United Kingdom,3.2,Twin Room,"gym, bar, spa, kids club",372
HT-LHR-028,The London House Riverside,London,United Kingdom,3.1,Deluxe King,"bar, restaurant, spa, wifi",401
HT-LHR-029,The Old Town Inn London East,London,United Kingdom,2.5,Superior Queen,"kids club, breakfast included, restaurant, spa, bar",309
HT-LHR-030,The London Boutique West,London,United Kingdom,2.6,Standard Double,"wifi, spa, bar, airport shuttle, parking",381
HT-LHR-031,The Terrace London Riverside,London,United Kingdom,2.8,Junior Suite,"wifi, spa, pool",337
HT-LHR-032,The Terrace London II,London,United Kingdom,3.3,Deluxe King,"restaurant, rooftop terrace, wifi, airport shuttle, pool, kids club",417
HT-LHR-033,London Garden Residence West,London,United Kingdom,2.5,Junior Suite,"restaurant, breakfast included, beach access, parking",349
HT-EDI-001,Villa Edinburgh,Edinburgh,United Kingdom,3.6,Standard Double,"breakfast included, airport shuttle, beach access, kids club, pool",460
HT-EDI-002,Marriott Edinburgh,Edinburgh,United Kingdom,4.5,Executive Suite,"breakfast included, restaurant, gym, bar, rooftop terrace, pool",506
HT-EDI-003,Hyatt Regency Edinburgh,Edinburgh,United Kingdom,4.7,Standard Double,"wifi, spa, pool, breakfast included, airport shuttle",615
HT-EDI-004,Casa Edinburgh,Edinburgh,United Kingdom,2.8,Executive Suite,"pool, restaurant, bar, beach access",326
HT-EDI-005,Shangri-La Edinburgh,Edinburgh,United Kingdom,4.7,Junior Suite,"restaurant, kids club, spa, beach access",571
HT-EDI-006,Four Seasons Edinburgh,Edinburgh,United Kingdom,4.5,Twin Room,"bar, beach access, airport shuttle, wifi, spa",506
HT-EDI-007,Sheraton Edinburgh,Edinburgh,United Kingdom,3.9,Deluxe King,"spa, kids club, bar",508
HT-EDI-008,Crowne Plaza Edinburgh,Edinburgh,United Kingdom,4.5,Deluxe King,"airport shuttle, breakfast included, kids club, bar, restaurant, beach access",581
HT-EDI-009,Radisson Blu Edinburgh,Edinburgh,United Kingdom,3.7,Junior Suite,"bar, wifi, restaurant, parking",353
HT-EDI-010,The Grand Edinburgh Hotel,Edinburgh,United Kingdom,3.8,Junior Suite,"restaurant, bar, gym",426
HT-EDI-011,Holiday Inn Edinburgh,Edinburgh,United Kingdom,3.5,Superior Queen,"bar, pool, kids club, airport shuttle, beach access, restaurant",368
HT-EDI-012,Casa Edinburgh West,Edinburgh,United Kingdom,4.4,Executive Suite,"pool, beach access, gym, restaurant, rooftop terrace",581
HT-EDI-013,ibis Edinburgh,Edinburgh,United Kingdom,2.4,Family Room,"bar, airport shuttle, parking, restaurant, beach access, gym",206
HT-EDI-014,ibis Styles Edinburgh,Edinburgh,United Kingdom,2.4,Junior Suite,"parking, gym, spa, breakfast included",210
HT-EDI-015,Travelodge Edinburgh,Edinburgh,United Kingdom,2.4,Junior Suite,"restaurant, spa, gym, kids club, breakfast included, rooftop terrace",178
HT-EDI-016,Edinburgh Garden Residence,Edinburgh,United Kingdom,4,Twin Room,"rooftop terrace, bar, spa",379
HT-EDI-017,The Edinburgh House,Edinburgh,United Kingdom,3.6,Family Room,"parking, gym, kids club, pool, restaurant",480
HT-EDI-018,The Terrace Edinburgh,Edinburgh,United Kingdom,4.2,Standard Double,"rooftop terrace, airport shuttle, restaurant",433
HT-EDI-019,Edinburgh Harbour Suites,Edinburgh,United Kingdom,4.7,Standard Double,"kids club, gym, pool",540
HT-EDI-020,Edinburgh Garden Residence Riverside,Edinburgh,United Kingdom,3.8,Family Room,"gym, pool, bar, restaurant, breakfast included, kids club",469
HT-EDI-021,The Edinburgh House Riverside,Edinburgh,United Kingdom,4.9,Family Room,"restaurant, wifi, pool, spa, kids club, rooftop terrace",758
HT-EDI-022,The Edinburgh Boutique,Edinburgh,United Kingdom,3.8,Executive Suite,"breakfast included, wifi, kids club, spa, airport shuttle",482
HT-EDI-023,The Edinburgh House West,Edinburgh,United Kingdom,4.2,Junior Suite,"spa, gym, airport shuttle, parking, restaurant, kids club",536
HT-EDI-024,Villa Edinburgh Annex,Edinburgh,United Kingdom,4.2,Family Room,"rooftop terrace, restaurant, pool, wifi",567
HT-EDI-025,Edinburgh Garden Residence East,Edinburgh,United Kingdom,2.6,Family Room,"spa, wifi, restaurant, parking",242
HT-EDI-026,The Grand Edinburgh Hotel II,Edinburgh,United Kingdom,3,Standard Double,"restaurant, spa, kids club",306
HT-EDI-027,Edinburgh Harbour Suites East,Edinburgh,United Kingdom,2.5,Junior Suite,"spa, wifi, rooftop terrace, restaurant",198
HT-EDI-028,Edinburgh Harbour Suites II,Edinburgh,United Kingdom,4.3,Junior Suite,"pool, wifi, airport shuttle, bar, breakfast included, restaurant",467
HT-EDI-029,Edinburgh Harbour Suites West,Edinburgh,United Kingdom,3.3,Deluxe King,"restaurant, spa, airport shuttle, bar, rooftop terrace",438
HT-EDI-030,Edinburgh Garden Residence Annex,Edinburgh,United Kingdom,4.2,Standard Double,"rooftop terrace, airport shuttle, restaurant, wifi",577
HT-EDI-031,Casa Edinburgh II,Edinburgh,United Kingdom,3.9,Standard Double,"beach access, restaurant, parking, rooftop terrace",535
HT-EDI-032,The Old Town Inn Edinburgh,Edinburgh,United Kingdom,4.3,Deluxe King,"wifi, breakfast included, restaurant, pool, beach access",601
HT-EDI-033,The Grand Edinburgh Hotel Annex,Edinburgh,United Kingdom,4.4,Family Room,"wifi, pool, gym, restaurant",631
HT-EDI-034,The Grand Edinburgh Hotel West,Edinburgh,United Kingdom,2.8,Standard Double,"wifi, pool, bar, parking",291
HT-CDG-001,Casa Paris,Paris,France,2.7,Junior Suite,"beach access, wifi, bar, restaurant, pool, gym",367
HT-CDG-002,Marriott Paris,Paris,France,4.9,Standard Double,"spa, airport shuttle, kids club, bar, gym, pool",824
HT-CDG-003,Hyatt Regency Paris,Paris,France,4.8,Family Room,"beach access, bar, pool, breakfast included, parking, gym",762
HT-CDG-004,The Grand Paris Hotel,Paris,France,4.3,Deluxe King,"breakfast included, bar, rooftop terrace",542
HT-CDG-005,The Paris Boutique,Paris,France,3.7,Executive Suite,"wifi, beach access, rooftop terrace",592
HT-CDG-006,Four Seasons Paris,Paris,France,4.9,Twin Room,"spa, pool, kids club, beach access, wifi",692
HT-CDG-007,Sheraton Paris,Paris,France,4.1,Executive Suite,"gym, kids club, bar, pool",758
HT-CDG-008,Casa Paris Riverside,Paris,France,3.9,Twin Room,"spa, pool, kids club, airport shuttle",492
HT-CDG-009,Radisson Blu Paris,Paris,France,3.8,Executive Suite,"spa, airport shuttle, gym",582
HT-CDG-010,Novotel Paris,Paris,France,3.6,Executive Suite,"spa, gym, beach access, pool, kids club",614
HT-CDG-011,Holiday Inn Paris,Paris,France,3.7,Superior Queen,"beach access, wifi, restaurant, airport shuttle",566
HT-CDG-012,Villa Paris,Paris,France,3.1,Superior Queen,"pool, airport shuttle, gym, wifi",475
HT-CDG-013,Villa Paris West,Paris,France,4.3,Twin Room,"wifi, pool, gym",804
HT-CDG-014,ibis Styles Paris,Paris,France,2.3,Deluxe King,"beach access, gym, pool, airport shuttle, spa, parking",296
HT-CDG-015,Travelodge Paris,Paris,France,2.3,Superior Queen,"gym, breakfast included, parking, spa, pool, beach access",235
HT-CDG-016,Paris Harbour Suites,Paris,France,3.6,Standard Double,"rooftop terrace, pool, spa, bar, parking",425
HT-CDG-017,The Paris House,Paris,France,3.8,Junior Suite,"beach access, pool, parking, rooftop terrace, gym, bar",492
HT-CDG-018,Paris Harbour Suites Annex,Paris,France,5,Executive Suite,"pool, breakfast included, restaurant, parking",794
HT-CDG-019,Casa Paris Annex,Paris,France,2.6,Twin Room,"gym, restaurant, pool, bar",269
HT-CDG-020,Villa Paris East,Paris,France,4.2,Executive Suite,"pool, wifi, breakfast included, gym, beach access, parking",652
HT-CDG-021,The Paris House East,Paris,France,3.2,Twin Room,"gym, breakfast included, bar, rooftop terrace, parking, airport shuttle",375
HT-CDG-022,Paris Garden Residence,Paris,France,4,Superior Queen,"spa, wifi, bar",623
HT-CDG-023,Paris Garden Residence Riverside,Paris,France,3.8,Junior Suite,"rooftop terrace, wifi, beach access",587
HT-CDG-024,Paris Harbour Suites West,Paris,France,3.2,Twin Room,"wifi, rooftop terrace, pool, breakfast included, beach access, restaurant",351
HT-CDG-025,Villa Paris Riverside,Paris,France,5,Junior Suite,"gym, bar, spa",700
HT-CDG-026,The Paris Boutique Annex,Paris,France,4.1,Twin Room,"breakfast included, kids club, restaurant, wifi",734
HT-CDG-027,The Paris House II,Paris,France,2.7,Junior Suite,"parking, wifi, kids club, pool, bar, spa",349
HT-CDG-028,The Paris House West,Paris,France,4.9,Standard Double,"parking, beach access, kids club",824
HT-CDG-029,Casa Paris West,Paris,France,4.1,Superior Queen,"breakfast included, restaurant, parking",698
HT-CDG-030,Villa Paris Riverside,Paris,France,4.1,Executive Suite,"breakfast included, gym, beach access",602
