activity_id,activity_name,city,country,category,price_aud,rating,suitable_for,duration_hours
AC-LHR-032,Snorkelling Day Trip from London — Small Group Edition,London,United Kingdom,water,358,4.2,"families, adventure seekers",7.4
AC-LHR-033,London Kayak & Coastline Tour — Small Group Edition,London,United Kingdom,water,142,4.2,active travellers,3.4
AC-LHR-034,London Countryside Day Trip — Morning Edition,London,United Kingdom,day trip,160,4.1,everyone,9.7
AC-LHR-035,Wine & Vineyard Tour near London — Evening Edition,London,United Kingdom,day trip,406,4.4,adults,6.2
AC-LHR-036,London Hidden Villages Small-Group Tour — Small Group Edition,London,United Kingdom,day trip,158,3.7,small groups,7.6
AC-LHR-037,London Mountain Hike & Viewpoints — Premium Edition,London,United Kingdom,adventure,131,4.7,active travellers,6.7
AC-EDI-001,Edinburgh Street Food Walking Tour,Edinburgh,United Kingdom,food & drink,57,3.9,"couples, foodies",3.5
AC-EDI-002,Edinburgh Cooking Class with Local Chef,Edinburgh,United Kingdom,food & drink,199,3.7,"couples, families",3.6
AC-EDI-003,Edinburgh Night Market & Tapas Crawl,Edinburgh,United Kingdom,food & drink,122,3.9,"adults, groups",3.6
AC-EDI-004,Historic Edinburgh City Walking Tour,Edinburgh,United Kingdom,culture,52,4.7,everyone,2.3
AC-EDI-005,Edinburgh Museum & Gallery Pass,Edinburgh,United Kingdom,culture,100,4.4,everyone,4
AC-EDI-006,Edinburgh Old Town Photography Tour,Edinburgh,United Kingdom,culture,123,4.1,"couples, solo travellers",3.3
AC-EDI-007,Edinburgh Sunset Cruise,Edinburgh,United Kingdom,water,131,4,"couples, families",2.7
AC-EDI-008,Snorkelling Day Trip from Edinburgh,Edinburgh,United Kingdom,water,123,4.3,"families, adventure seekers",6.7
AC-EDI-009,Edinburgh Kayak & Coastline Tour,Edinburgh,United Kingdom,water,124,4.6,active travellers,3.3
AC-EDI-010,Edinburgh Countryside Day Trip,Edinburgh,United Kingdom,day trip,212,4.6,everyone,9.3
AC-EDI-011,Wine & Vineyard Tour near Edinburgh,Edinburgh,United Kingdom,day trip,241,4.5,adults,7.6
AC-EDI-012,Edinburgh Hidden Villages Small-Group Tour,Edinburgh,United Kingdom,day trip,168,4.2,small groups,8.6
AC-EDI-013,Edinburgh Mountain Hike & Viewpoints,Edinburgh,United Kingdom,adventure,109,4,active travellers,6.4
AC-EDI-014,Edinburgh Bike Tour,Edinburgh,United Kingdom,adventure,118,3.9,"active travellers, families",3.1
AC-EDI-015,Edinburgh Zipline & Ropes Adventure,Edinburgh,United Kingdom,adventure,139,3.5,adventure seekers,2.2
AC-EDI-016,Edinburgh Rooftop Bar Crawl,Edinburgh,United Kingdom,nightlife,92,4.8,"adults, groups",3.5
AC-EDI-017,Edinburgh Live Music & Dinner Evening,Edinburgh,United Kingdom,nightlife,237,4.6,"couples, adults",3.7
AC-EDI-018,Edinburgh Craft & Artisan Workshop,Edinburgh,United Kingdom,class,140,3.8,everyone,2.6
AC-EDI-019,Edinburgh Language & Culture Crash Course,Edinburgh,United Kingdom,class,78,4.6,solo travellers,2.7
AC-EDI-020,Edinburgh Wellness & Spa Half-Day,Edinburgh,United Kingdom,wellness,178,3.9,couples,4.7
AC-EDI-021,Edinburgh Sunrise Yoga Session,Edinburgh,United Kingdom,wellness,62,3.9,everyone,1.8
AC-EDI-022,Edinburgh Hop-On Hop-Off Bus Pass,Edinburgh,United Kingdom,sightseeing,92,3.5,"families, everyone",4.7
AC-EDI-023,Edinburgh River & Canal Cruise,Edinburgh,United Kingdom,sightseeing,109,4.2,everyone,2.2
AC-EDI-024,Edinburgh Observation Deck Skip-the-Line,Edinburgh,United Kingdom,sightseeing,60,3.5,families,2
AC-EDI-025,Edinburgh Street Food Walking Tour — Small Group Edition,Edinburgh,United Kingdom,food & drink,121,4.1,"couples, foodies",2.6
AC-EDI-026,Edinburgh Cooking Class with Local Chef — Private Edition,Edinburgh,United Kingdom,food & drink,186,4.2,"couples, families",3.8
AC-EDI-027,Edinburgh Night Market & Tapas Crawl — Premium Edition,Edinburgh,United Kingdom,food & drink,76,3.8,"adults, groups",3.2
AC-EDI-028,Historic Edinburgh City Walking Tour — Afternoon Edition,Edinburgh,United Kingdom,culture,52,4.4,everyone,3.3
AC-EDI-029,Edinburgh Museum & Gallery Pass — Afternoon Edition,Edinburgh,United Kingdom,culture,83,3.8,everyone,3.5
AC-EDI-030,Edinburgh Old Town Photography Tour — Small Group Edition,Edinburgh,United Kingdom,culture,72,4.7,"couples, solo travellers",4
AC-EDI-031,Edinburgh Sunset Cruise — Evening Edition,Edinburgh,United Kingdom,water,109,3.7,"couples, families",2.3
AC-EDI-032,Snorkelling Day Trip from Edinburgh — Evening Edition,Edinburgh,United Kingdom,water,228,4.4,"families, adventure seekers",7.3
AC-EDI-033,Edinburgh Kayak & Coastline Tour — Afternoon Edition,Edinburgh,United Kingdom,water,95,3.7,active travellers,3.4
AC-EDI-034,Edinburgh Countryside Day Trip — Afternoon Edition,Edinburgh,United Kingdom,day trip,193,3.5,everyone,8.4
AC-EDI-035,Wine & Vineyard Tour near Edinburgh — Evening Edition,Edinburgh,United Kingdom,day trip,283,5,adults,6.7
AC-EDI-036,Edinburgh Hidden Villages Small-Group Tour — Small Group Edition,Edinburgh,United Kingdom,day trip,259,4.2,small groups,7.9
AC-EDI-037,Edinburgh Mountain Hike & Viewpoints — Morning Edition,Edinburgh,United Kingdom,adventure,99,3.9,active travellers,5.1
AC-EDI-038,Edinburgh Bike Tour — Private Edition,Edinburgh,United Kingdom,adventure,122,4,"active travellers, families",3.6
AC-EDI-039,Edinburgh Zipline & Ropes Adventure — Morning Edition,Edinburgh,United Kingdom,adventure,156,4.9,adventure seekers,2.6
AC-CDG-001,Paris Street Food Walking Tour,Paris,France,food & drink,112,4.7,"couples, foodies",2.7
AC-CDG-002,Paris Cooking Class with Local Chef,Paris,France,food & drink,182,5,"couples, families",3.1
AC-CDG-003,Paris Night Market & Tapas Crawl,Paris,France,food & drink,136,3.9,"adults, groups",3.8
AC-CDG-004,Historic Paris City Walking Tour,Paris,France,culture,56,4.2,everyone,2.3
AC-CDG-005,Paris Museum & Gallery Pass,Paris,France,culture,105,4.3,everyone,5.2
AC-CDG-006,Paris Old Town Photography Tour,Paris,France,culture,181,4.4,"couples, solo travellers",3.3
AC-CDG-007,Paris Sunset Cruise,Paris,France,water,244,4,"couples, families",2.1
AC-CDG-008,Snorkelling Day Trip from Paris,Paris,France,water,136,3.5,"families, adventure seekers",7.9
AC-CDG-009,Paris Kayak & Coastline Tour,Paris,France,water,161,4.4,active travellers,3.9
AC-CDG-010,Paris Countryside Day Trip,Paris,France,day trip,291,4.7,everyone,9
AC-CDG-011,Wine & Vineyard Tour near Paris,Paris,France,day trip,396,3.6,adults,7.1
AC-CDG-012,Paris Hidden Villages Small-Group Tour,Paris,France,day trip,358,4.6,small groups,7.5
AC-CDG-013,Paris Mountain Hike & Viewpoints,Paris,France,adventure,139,3.4,active travellers,6.1
AC-CDG-014,Paris Bike Tour,Paris,France,adventure,92,4.7,"active travellers, families",3.3
AC-CDG-015,Paris Zipline & Ropes Adventure,Paris,France,adventure,245,3.4,adventure seekers,2
AC-CDG-016,Paris Rooftop Bar Crawl,Paris,France,nightlife,143,4.4,"adults, groups",3.8
AC-CDG-017,Paris Live Music & Dinner Evening,Paris,France,nightlife,155,4.6,"couples, adults",3.8
AC-CDG-018,Paris Craft & Artisan Workshop,Paris,France,class,151,3.5,everyone,2.3
AC-CDG-019,Paris Language & Culture Crash Course,Paris,France,class,99,3.5,solo travellers,2.1
AC-CDG-020,Paris Wellness & Spa Half-Day,Paris,France,wellness,155,3.7,couples,4.2
AC-CDG-021,Paris Sunrise Yoga Session,Paris,France,wellness,84,4.9,everyone,1.6
AC-CDG-022,Paris Hop-On Hop-Off Bus Pass,Paris,France,sightseeing,92,4.8,"families, everyone",4.6
AC-CDG-023,Paris River & Canal Cruise,Paris,France,sightseeing,129,4.5,everyone,2.1
AC-CDG-024,Paris Observation Deck Skip-the-Line,Paris,France,sightseeing,98,5,families,1
AC-CDG-025,Paris Street Food Walking Tour — Morning Edition,Paris,France,food & drink,157,4.9,"couples, foodies",3.2
AC-CDG-026,Paris Cooking Class with Local Chef — Evening Edition,Paris,France,food & drink,148,4.6,"couples, families",3.5
AC-CDG-027,Paris Night Market & Tapas Crawl — Afternoon Edition,Paris,France,food & drink,92,3.4,"adults, groups",3.7
AC-CDG-028,Historic Paris City Walking Tour — Small Group Edition,Paris,France,culture,36,4.1,everyone,2.1
AC-CDG-029,Paris Museum & Gallery Pass — Premium Edition,Paris,France,culture,53,4.4,everyone,5.8
AC-CDG-030,Paris Old Town Photography Tour — Premium Edition,Paris,France,culture,137,3.8,"couples, solo travellers",2.7
AC-CDG-031,Paris Sunset Cruise — Private Edition,Paris,France,water,160,3.9,"couples, families",2.7
AC-CDG-032,Snorkelling Day Trip from Paris — Premium Edition,Paris,France,water,332,3.5,"families, adventure seekers",7.6
AC-CDG-033,Paris Kayak & Coastline Tour — Evening Edition,Paris,France,water,168,4.2,active travellers,3.7
AC-CDG-034,Paris Countryside Day Trip — Evening Edition,Paris,France,day trip,211,4.4,everyone,9.4
AC-CDG-035,Wine & Vineyard Tour near Paris — Premium Edition,Paris,France,day trip,347,5,adults,7.3
AC-CDG-036,Paris Hidden Villages Small-Group Tour — Morning Edition,Paris,France,day trip,238,4,small groups,7.4
AC-CDG-037,Paris Mountain Hike & Viewpoints — Evening Edition,Paris,France,adventure,99,3.7,active travellers,4.2
AC-CDG-038,Paris Bike Tour — Premium Edition,Paris,France,adventure,95,3.8,"active travellers, families",3.7
AC-CDG-039,Paris Zipline & Ropes Adventure — Small Group Edition,Paris,France,adventure,210,4.4,adventure seekers,2.9
AC-CDG-040,Paris Rooftop Bar Crawl — Private Edition,Paris,France,nightlife,129,3.5,"adults, groups",3.6
AC-CDG-041,Paris Live Music & Dinner Evening — Evening Edition,Paris,France,nightlife,265,3.5,"couples, adults",3.5
AC-NCE-001,Nice Street Food Walking Tour,Nice,France,food & drink,72,4.4,"couples, foodies",3
AC-NCE-002,Nice Cooking Class with Local Chef,Nice,France,food & drink,133,3.6,"couples, families",3.6
AC-NCE-003,Nice Night Market & Tapas Crawl,Nice,France,food & drink,140,4,"adults, groups",3.2
AC-NCE-004,Historic Nice City Walking Tour,Nice,France,culture,88,4.1,everyone,2.9
AC-NCE-005,Nice Museum & Gallery Pass,Nice,France,culture,116,4.2,everyone,5.6
AC-NCE-006,Nice Old Town Photography Tour,Nice,France,culture,143,4.5,"couples, solo travellers",3.8
AC-NCE-007,Nice Sunset Cruise,Nice,France,water,138,4.4,"couples, families",2.8
AC-NCE-008,Snorkelling Day Trip from Nice,Nice,France,water,265,4.9,"families, adventure seekers",7.2
AC-NCE-009,Nice Kayak & Coastline Tour,Nice,France,water,125,4.1,active travellers,3.6
AC-NCE-010,Nice Countryside Day Trip,Nice,France,day trip,185,4.5,everyone,9.8
AC-NCE-011,Wine & Vineyard Tour near Nice,Nice,France,day trip,238,3.6,adults,6.6
AC-NCE-012,Nice Hidden Villages Small-Group Tour,Nice,France,day trip,177,3.9,small groups,7.1
AC-NCE-013,Nice Mountain Hike & Viewpoints,Nice,France,adventure,81,4.3,active travellers,6.5
AC-NCE-014,Nice Bike Tour,Nice,France,adventure,140,4.9,"active travellers, families",3.7
AC-NCE-015,Nice Zipline & Ropes Adventure,Nice,France,adventure,152,4.6,adventure seekers,3.1
AC-NCE-016,Nice Rooftop Bar Crawl,Nice,France,nightlife,87,4.9,"adults, groups",3.4
AC-NCE-017,Nice Live Music & Dinner Evening,Nice,France,nightlife,230,4.8,"couples, adults",3.3
AC-NCE-018,Nice Craft & Artisan Workshop,Nice,France,class,98,3.6,everyone,2.6
AC-NCE-019,Nice Language & Culture Crash Course,Nice,France,class,101,4.8,solo travellers,2
AC-NCE-020,Nice Wellness & Spa Half-Day,Nice,France,wellness,168,4.3,couples,4.8
AC-NCE-021,Nice Sunrise Yoga Session,Nice,France,wellness,87,4.5,everyone,1
AC-NCE-022,Nice Hop-On Hop-Off Bus Pass,Nice,France,sightseeing,72,3.6,"families, everyone",7.8
AC-NCE-023,Nice River & Canal Cruise,Nice,France,sightseeing,78,3.5,everyone,2.3
AC-NCE-024,Nice Observation Deck Skip-the-Line,Nice,France,sightseeing,74,3.7,families,1.8
AC-NCE-025,Nice Street Food Walking Tour — Private Edition,Nice,France,food & drink,121,3.8,"couples, foodies",3.9
AC-NCE-026,Nice Cooking Class with Local Chef — Afternoon Edition,Nice,France,food & drink,164,4.9,"couples, families",3.3
AC-NCE-027,Nice Night Market & Tapas Crawl — Small Group Edition,Nice,France,food & drink,99,3.9,"adults, groups",3.6
AC-NCE-028,Historic Nice City Walking Tour — Morning Edition,Nice,France,culture,73,4.4,everyone,3.4
AC-NCE-029,Nice Museum & Gallery Pass — Afternoon Edition,Nice,France,culture,96,3.5,everyone,5.8
AC-NCE-030,Nice Old Town Photography Tour — Private Edition,Nice,France,culture,144,4.9,"couples, solo travellers",2.4
AC-NCE-031,Nice Sunset Cruise — Afternoon Edition,Nice,France,water,100,4.8,"couples, families",2.4
AC-NCE-032,Snorkelling Day Trip from Nice — Premium Edition,Nice,France,water,213,4.4,"families, adventure seekers",7
AC-NCE-033,Nice Kayak & Coastline Tour — Premium Edition,Nice,France,water,108,3.9,active travellers,3.8
AC-NCE-034,Nice Countryside Day Trip — Evening Edition,Nice,France,day trip,287,4.5,everyone,8.6
AC-NCE-035,Wine & Vineyard Tour near Nice — Private Edition,Nice,France,day trip,312,4.1,adults,7.9
AC-NCE-036,Nice Hidden Villages Small-Group Tour — Evening Edition,Nice,France,day trip,213,4.8,small groups,8.4
AC-NCE-037,Nice Mountain Hike & Viewpoints — Premium Edition,Nice,France,adventure,178,3.4,active travellers,6.4
AC-NCE-038,Nice Bike Tour — Morning Edition,Nice,France,adventure,94,3.6,"active travellers, families",3.2
AC-FCO-001,Rome Street Food Walking Tour,Rome,Italy,food & drink,117,3.4,"couples, foodies",3.1
AC-FCO-002,Rome Cooking Class with Local Chef,Rome,Italy,food & drink,126,4.8,"couples, families",3.2
AC-FCO-003,Rome Night Market & Tapas Crawl,Rome,Italy,food & drink,120,3.9,"adults, groups",3.4
AC-FCO-004,Historic Rome City Walking Tour,Rome,Italy,culture,55,3.7,everyone,3.2
AC-FCO-005,Rome Museum & Gallery Pass,Rome,Italy,culture,77,4.2,everyone,5.9
AC-FCO-006,Rome Old Town Photography Tour,Rome,Italy,culture,156,4.9,"couples, solo travellers",3.2
AC-FCO-007,Rome Sunset Cruise,Rome,Italy,water,148,4.1,"couples, families",2.8
AC-FCO-008,Snorkelling Day Trip from Rome,Rome,Italy,water,132,4.4,"families, adventure seekers",7.9
AC-FCO-009,Rome Kayak & Coastline Tour,Rome,Italy,water,91,4.5,active travellers,3.3
AC-FCO-010,Rome Countryside Day Trip,Rome,Italy,day trip,153,4.3,everyone,9.7
AC-FCO-011,Wine & Vineyard Tour near Rome,Rome,Italy,day trip,302,3.9,adults,7.9
AC-FCO-012,Rome Hidden Villages Small-Group Tour,Rome,Italy,day trip,251,4.2,small groups,8.5
AC-FCO-013,Rome Mountain Hike & Viewpoints,Rome,Italy,adventure,91,4,active travellers,6.7
AC-FCO-014,Rome Bike Tour,Rome,Italy,adventure,76,4.7,"active travellers, families",3.4
AC-FCO-015,Rome Zipline & Ropes Adventure,Rome,Italy,adventure,202,4.4,adventure seekers,2.8
AC-FCO-016,Rome Rooftop Bar Crawl,Rome,Italy,nightlife,141,4.2,"adults, groups",3.9
AC-FCO-017,Rome Live Music & Dinner Evening,Rome,Italy,nightlife,181,4.6,"couples, adults",3.7
AC-FCO-018,Rome Craft & Artisan Workshop,Rome,Italy,class,154,4.5,everyone,2.5
AC-FCO-019,Rome Language & Culture Crash Course,Rome,Italy,class,86,3.5,solo travellers,2
AC-FCO-020,Rome Wellness & Spa Half-Day,Rome,Italy,wellness,302,4.2,couples,4.2
AC-FCO-021,Rome Sunrise Yoga Session,Rome,Italy,wellness,60,4.2,everyone,1.1
AC-FCO-022,Rome Hop-On Hop-Off Bus Pass,Rome,Italy,sightseeing,89,4.1,"families, everyone",5.9
AC-FCO-023,Rome River & Canal Cruise,Rome,Italy,sightseeing,81,4.7,everyone,1
AC-FCO-024,Rome Observation Deck Skip-the-Line,Rome,Italy,sightseeing,82,4.9,families,1.5
AC-FCO-025,Rome Street Food Walking Tour — Small Group Edition,Rome,Italy,food & drink,107,4.1,"couples, foodies",2.8
AC-FCO-026,Rome Cooking Class with Local Chef — Evening Edition,Rome,Italy,food & drink,169,4.2,"couples, families",3.9
AC-FCO-027,Rome Night Market & Tapas Crawl — Private Edition,Rome,Italy,food & drink,75,4,"adults, groups",3.2
AC-FCO-028,Historic Rome City Walking Tour — Premium Edition,Rome,Italy,culture,74,4.7,everyone,2.9
AC-FCO-029,Rome Museum & Gallery Pass — Premium Edition,Rome,Italy,culture,82,4.8,everyone,3.6
AC-FCO-030,Rome Old Town Photography Tour — Small Group Edition,Rome,Italy,culture,69,3.7,"couples, solo travellers",2.4
AC-FCO-031,Rome Sunset Cruise — Morning Edition,Rome,Italy,water,168,3.5,"couples, families",2.4
AC-FCO-032,Snorkelling Day Trip from Rome — Morning Edition,Rome,Italy,water,109,4.3,"families, adventure seekers",6.3
AC-FCO-033,Rome Kayak & Coastline Tour — Premium Edition,Rome,Italy,water,116,3.8,active travellers,3
AC-FCO-034,Rome Countryside Day Trip — Small Group Edition,Rome,Italy,day trip,256,4.2,everyone,9.1
AC-FCO-035,Wine & Vineyard Tour near Rome — Evening Edition,Rome,Italy,day trip,245,4.2,adults,6.9
AC-FCO-036,Rome Hidden Villages Small-Group Tour — Small Group Edition,Rome,Italy,day trip,206,4.1,small groups,7.3
AC-FCO-037,Rome Mountain Hike & Viewpoints — Small Group Edition,Rome,Italy,adventure,94,4.4,active travellers,6.3
AC-FCO-038,Rome Bike Tour — Small Group Edition,Rome,Italy,adventure,117,4.7,"active travellers, families",3.2
AC-FCO-039,Rome Zipline & Ropes Adventure — Afternoon Edition,Rome,Italy,adventure,135,4.6,adventure seekers,2.9
AC-FCO-040,Rome Rooftop Bar Crawl — Private Edition,Rome,Italy,nightlife,147,4.4,"adults, groups",3.4
AC-FCO-041,Rome Live Music & Dinner Evening — Small Group Edition,Rome,Italy,nightlife,217,4.3,"couples, adults",3.1
AC-FCO-042,Rome Craft & Artisan Workshop — Private Edition,Rome,Italy,class,158,4,everyone,2.4
AC-VCE-001,Venice Street Food Walking Tour,Venice,Italy,food & drink,135,3.5,"couples, foodies",3.6
AC-VCE-002,Venice Cooking Class with Local Chef,Venice,Italy,food & drink,161,3.6,"couples, families",3.3
AC-VCE-003,Venice Night Market & Tapas Crawl,Venice,Italy,food & drink,105,4.1,"adults, groups",3.6
AC-VCE-004,Historic Venice City Walking Tour,Venice,Italy,culture,33,3.4,everyone,2.1
AC-VCE-005,Venice Museum & Gallery Pass,Venice,Italy,culture,114,4.2,everyone,5.3
AC-VCE-006,Venice Old Town Photography Tour,Venice,Italy,culture,165,4.6,"couples, solo travellers",2.3
AC-VCE-007,Venice Sunset Cruise,Venice,Italy,water,200,4.4,"couples, families",2.9
AC-VCE-008,Snorkelling Day Trip from Venice,Venice,Italy,water,125,4.6,"families, adventure seekers",7.6
AC-VCE-009,Venice Kayak & Coastline Tour,Venice,Italy,water,147,4.4,active travellers,3.3
AC-VCE-010,Venice Countryside Day Trip,Venice,Italy,day trip,234,3.5,everyone,9.3
AC-VCE-011,Wine & Vineyard Tour near Venice,Venice,Italy,day trip,413,3.4,adults,7.6
AC-VCE-012,Venice Hidden Villages Small-Group Tour,Venice,Italy,day trip,216,4.1,small groups,7.8
AC-VCE-013,Venice Mountain Hike & Viewpoints,Venice,Italy,adventure,94,4,active travellers,6.1
AC-VCE-014,Venice Bike Tour,Venice,Italy,adventure,69,4,"active travellers, families",3.7
AC-VCE-015,Venice Zipline & Ropes Adventure,Venice,Italy,adventure,116,4.8,adventure seekers,2.6
AC-VCE-016,Venice Rooftop Bar Crawl,Venice,Italy,nightlife,95,4.6,"adults, groups",3.5
AC-VCE-017,Venice Live Music & Dinner Evening,Venice,Italy,nightlife,252,4.8,"couples, adults",3.5
AC-VCE-018,Venice Craft & Artisan Workshop,Venice,Italy,class,133,3.7,everyone,2.4
AC-VCE-019,Venice Language & Culture Crash Course,Venice,Italy,class,73,4,solo travellers,2.9
AC-VCE-020,Venice Wellness & Spa Half-Day,Venice,Italy,wellness,269,3.8,couples,3.7
AC-VCE-021,Venice Sunrise Yoga Session,Venice,Italy,wellness,88,3.8,everyone,1.6
AC-VCE-022,Venice Hop-On Hop-Off Bus Pass,Venice,Italy,sightseeing,95,4.1,"families, everyone",5.4
AC-VCE-023,Venice River & Canal Cruise,Venice,Italy,sightseeing,64,4.3,everyone,2.2
AC-VCE-024,Venice Observation Deck Skip-the-Line,Venice,Italy,sightseeing,107,4.6,families,1
AC-VCE-025,Venice Street Food Walking Tour — Small Group Edition,Venice,Italy,food & drink,96,3.7,"couples, foodies",3.4
AC-VCE-026,Venice Cooking Class with Local Chef — Premium Edition,Venice,Italy,food & drink,148,4.7,"couples, families",3.5
AC-VCE-027,Venice Night Market & Tapas Crawl — Private Edition,Venice,Italy,food & drink,131,3.5,"adults, groups",3.2
AC-VCE-028,Historic Venice City Walking Tour — Afternoon Edition,Venice,Italy,culture,51,4.9,everyone,2.1
AC-VCE-029,Venice Museum & Gallery Pass — Private Edition,Venice,Italy,culture,39,4.8,everyone,3.5
AC-VCE-030,Venice Old Town Photography Tour — Private Edition,Venice,Italy,culture,121,4.6,"couples, solo travellers",2.4
AC-VCE-031,Venice Sunset Cruise — Morning Edition,Venice,Italy,water,178,4.7,"couples, families",3
AC-VCE-032,Snorkelling Day Trip from Venice — Afternoon Edition,Venice,Italy,water,289,5,"families, adventure seekers",7.3
AC-VCE-033,Venice Kayak & Coastline Tour — Small Group Edition,Venice,Italy,water,194,4.1,active travellers,3.8
AC-VCE-034,Venice Countryside Day Trip — Premium Edition,Venice,Italy,day trip,168,4.2,everyone,8.4
AC-VCE-035,Wine & Vineyard Tour near Venice — Private Edition,Venice,Italy,day trip,356,4.9,adults,6.4
AC-VCE-036,Venice Hidden Villages Small-Group Tour — Morning Edition,Venice,Italy,day trip,299,3.5,small groups,7
AC-VCE-037,Venice Mountain Hike & Viewpoints — Morning Edition,Venice,Italy,adventure,161,4.9,active travellers,7.6
AC-VCE-038,Venice Bike Tour — Premium Edition,Venice,Italy,adventure,143,4.5,"active travellers, families",3.7
AC-VCE-039,Venice Zipline & Ropes Adventure — Evening Edition,Venice,Italy,adventure,217,4,adventure seekers,2.4
AC-VCE-040,Venice Rooftop Bar Crawl — Small Group Edition,Venice,Italy,nightlife,151,3.6,"adults, groups",3.8
AC-VCE-041,Venice Live Music & Dinner Evening — Private Edition,Venice,Italy,nightlife,267,4.9,"couples, adults",3.3
AC-VCE-042,Venice Craft & Artisan Workshop — Morning Edition,Venice,Italy,class,94,4.7,everyone,2.9
AC-VCE-043,Venice Language & Culture Crash Course — Afternoon Edition,Venice,Italy,class,79,4.6,solo travellers,2.4
AC-FLR-001,Florence Street Food Walking Tour,Florence,Italy,food & drink,55,4.4,"couples, foodies",2.6
AC-FLR-002,Florence Cooking Class with Local Chef,Florence,Italy,food & drink,113,4.5,"couples, families",3.3
AC-FLR-003,Florence Night Market & Tapas Crawl,Florence,Italy,food & drink,68,4.9,"adults, groups",3.8
AC-FLR-004,Historic Florence City Walking Tour,Florence,Italy,culture,42,4,everyone,2.3
AC-FLR-005,Florence Museum & Gallery Pass,Florence,Italy,culture,88,4.3,everyone,3.7
AC-FLR-006,Florence Old Town Photography Tour,Florence,Italy,culture,78,5,"couples, solo travellers",2.4
AC-FLR-007,Florence Sunset Cruise,Florence,Italy,water,109,4.8,"couples, families",2.7
AC-FLR-008,Snorkelling Day Trip from Florence,Florence,Italy,water,157,4,"families, adventure seekers",7.2
AC-FLR-009,Florence Kayak & Coastline Tour,Florence,Italy,water,156,4.6,active travellers,3.7
AC-FLR-010,Florence Countryside Day Trip,Florence,Italy,day trip,139,4.8,everyone,9.6
AC-FLR-011,Wine & Vineyard Tour near Florence,Florence,Italy,day trip,370,4.9,adults,6.8
AC-FLR-012,Florence Hidden Villages Small-Group Tour,Florence,Italy,day trip,209,4,small groups,7.7
AC-FLR-013,Florence Mountain Hike & Viewpoints,Florence,Italy,adventure,100,4,active travellers,7.3
AC-FLR-014,Florence Bike Tour,Florence,Italy,adventure,65,3.8,"active travellers, families",3.8
AC-FLR-015,Florence Zipline & Ropes Adventure,Florence,Italy,adventure,116,4.3,adventure seekers,2.2
AC-FLR-016,Florence Rooftop Bar Crawl,Florence,Italy,nightlife,89,3.5,"adults, groups",3.4
AC-FLR-017,Florence Live Music & Dinner Evening,Florence,Italy,nightlife,185,4.8,"couples, adults",3.7
AC-FLR-018,Florence Craft & Artisan Workshop,Florence,Italy,class,186,4,everyone,2.5
AC-FLR-019,Florence Language & Culture Crash Course,Florence,Italy,class,71,4.9,solo travellers,2.6
AC-FLR-020,Florence Wellness & Spa Half-Day,Florence,Italy,wellness,332,3.5,couples,4.8
AC-FLR-021,Florence Sunrise Yoga Session,Florence,Italy,wellness,61,3.6,everyone,1.7
AC-FLR-022,Florence Hop-On Hop-Off Bus Pass,Florence,Italy,sightseeing,83,3.9,"families, everyone",7.2
AC-FLR-023,Florence River & Canal Cruise,Florence,Italy,sightseeing,64,5,everyone,1.2
AC-FLR-024,Florence Observation Deck Skip-the-Line,Florence,Italy,sightseeing,78,3.7,families,1.4
AC-FLR-025,Florence Street Food Walking Tour — Morning Edition,Florence,Italy,food & drink,109,4.1,"couples, foodies",3.3
AC-FLR-026,Florence Cooking Class with Local Chef — Premium Edition,Florence,Italy,food & drink,187,4.6,"couples, families",3.8
AC-FLR-027,Florence Night Market & Tapas Crawl — Morning Edition,Florence,Italy,food & drink,102,4,"adults, groups",3.5
AC-FLR-028,Historic Florence City Walking Tour — Private Edition,Florence,Italy,culture,40,4,everyone,3.3
AC-FLR-029,Florence Museum & Gallery Pass — Small Group Edition,Florence,Italy,culture,108,4.2,everyone,3.1
AC-FLR-030,Florence Old Town Photography Tour — Evening Edition,Florence,Italy,culture,130,3.5,"couples, solo travellers",2.5
AC-FLR-031,Florence Sunset Cruise — Morning Edition,Florence,Italy,water,148,4.1,"couples, families",2.4
AC-FLR-032,Snorkelling Day Trip from Florence — Private Edition,Florence,Italy,water,265,4.1,"families, adventure seekers",7.7
AC-FLR-033,Florence Kayak & Coastline Tour — Premium Edition,Florence,Italy,water,115,5,active travellers,4
AC-FLR-034,Florence Countryside Day Trip — Morning Edition,Florence,Italy,day trip,275,3.8,everyone,9.3
AC-FLR-035,Wine & Vineyard Tour near Florence — Morning Edition,Florence,Italy,day trip,366,4.3,adults,6.7
AC-FLR-036,Florence Hidden Villages Small-Group Tour — Small Group Edition,Florence,Italy,day trip,229,4.9,small groups,7.6
AC-FLR-037,Florence Mountain Hike & Viewpoints — Morning Edition,Florence,Italy,adventure,82,4.5,active travellers,5.4
AC-FLR-038,Florence Bike Tour — Morning Edition,Florence,Italy,adventure,70,4.5,"active travellers, families",3.3
AC-FLR-039,Florence Zipline & Ropes Adventure — Premium Edition,Florence,Italy,adventure,198,4.6,adventure seekers,3.9
AC-FLR-040,Florence Rooftop Bar Crawl — Private Edition,Florence,Italy,nightlife,156,4.4,"adults, groups",3.5
AC-FLR-041,Florence Live Music & Dinner Evening — Premium Edition,Florence,Italy,nightlife,184,4.1,"couples, adults",3.1
AC-FLR-042,Florence Craft & Artisan Workshop — Afternoon Edition,Florence,Italy,class,119,4.5,everyone,2.5
